,beds_genandacute_noncovid,ventbeds_noncovid,address,Date,Local Health Board,coordinates,lat,lon
311,90,0,"Powys LD3 0LU, Wales",26-Jun-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
312,96,0,"Powys LD3 0LU, Wales",27-Jun-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
313,96,0,"Powys LD3 0LU, Wales",28-Jun-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
314,91,0,"Powys LD3 0LU, Wales",29-Jun-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
315,92,0,"Powys LD3 0LU, Wales",30-Jun-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
316,94,0,"Powys LD3 0LU, Wales",01-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
317,97,0,"Powys LD3 0LU, Wales",02-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
318,98,0,"Powys LD3 0LU, Wales",03-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
319,97,0,"Powys LD3 0LU, Wales",04-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
320,92,0,"Powys LD3 0LU, Wales",05-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
321,97,0,"Powys LD3 0LU, Wales",06-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
322,97,0,"Powys LD3 0LU, Wales",07-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
323,94,0,"Powys LD3 0LU, Wales",08-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
324,97,0,"Powys LD3 0LU, Wales",09-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
325,118,0,"Powys LD3 0LU, Wales",10-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
326,122,0,"Powys LD3 0LU, Wales",11-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
327,124,0,"Powys LD3 0LU, Wales",12-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
328,127,0,"Powys LD3 0LU, Wales",13-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
329,122,0,"Powys LD3 0LU, Wales",14-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
330,127,0,"Powys LD3 0LU, Wales",15-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
331,132,0,"Powys LD3 0LU, Wales",16-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
332,133,0,"Powys LD3 0LU, Wales",17-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
333,131,0,"Powys LD3 0LU, Wales",18-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
334,132,0,"Powys LD3 0LU, Wales",19-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
335,132,0,"Powys LD3 0LU, Wales",20-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
336,128,0,"Powys LD3 0LU, Wales",21-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
337,131,0,"Powys LD3 0LU, Wales",22-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
338,133,0,"Powys LD3 0LU, Wales",23-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
339,129,0,"Powys LD3 0LU, Wales",24-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
340,126,0,"Powys LD3 0LU, Wales",25-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
341,127,0,"Powys LD3 0LU, Wales",26-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
342,126,0,"Powys LD3 0LU, Wales",27-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
343,130,0,"Powys LD3 0LU, Wales",28-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
344,131,0,"Powys LD3 0LU, Wales",29-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
345,132,0,"Powys LD3 0LU, Wales",30-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
346,131,0,"Powys LD3 0LU, Wales",31-Jul-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
347,135,0,"Powys LD3 0LU, Wales",01-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
348,135,0,"Powys LD3 0LU, Wales",02-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
349,133,0,"Powys LD3 0LU, Wales",03-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
350,129,0,"Powys LD3 0LU, Wales",04-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
351,132,0,"Powys LD3 0LU, Wales",05-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
352,131,0,"Powys LD3 0LU, Wales",06-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
353,134,0,"Powys LD3 0LU, Wales",07-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
354,137,0,"Powys LD3 0LU, Wales",08-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
355,137,0,"Powys LD3 0LU, Wales",09-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
356,136,0,"Powys LD3 0LU, Wales",10-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
357,134,0,"Powys LD3 0LU, Wales",11-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
358,135,0,"Powys LD3 0LU, Wales",12-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
359,134,0,"Powys LD3 0LU, Wales",13-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
360,135,0,"Powys LD3 0LU, Wales",14-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
361,140,0,"Powys LD3 0LU, Wales",15-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
362,140,0,"Powys LD3 0LU, Wales",16-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
363,140,0,"Powys LD3 0LU, Wales",17-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
364,136,0,"Powys LD3 0LU, Wales",18-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
365,136,0,"Powys LD3 0LU, Wales",19-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
366,137,0,"Powys LD3 0LU, Wales",20-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
367,140,0,"Powys LD3 0LU, Wales",21-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
368,144,0,"Powys LD3 0LU, Wales",22-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
369,144,0,"Powys LD3 0LU, Wales",23-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
370,144,0,"Powys LD3 0LU, Wales",24-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
371,139,0,"Powys LD3 0LU, Wales",25-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
372,138,0,"Powys LD3 0LU, Wales",26-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
373,139,0,"Powys LD3 0LU, Wales",27-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
374,137,0,"Powys LD3 0LU, Wales",28-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
375,134,0,"Powys LD3 0LU, Wales",29-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
376,134,0,"Powys LD3 0LU, Wales",30-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
377,138,0,"Powys LD3 0LU, Wales",31-Aug-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
378,137,0,"Powys LD3 0LU, Wales",01-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
379,136,0,"Powys LD3 0LU, Wales",02-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
380,139,0,"Powys LD3 0LU, Wales",03-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
381,139,0,"Powys LD3 0LU, Wales",04-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
382,140,0,"Powys LD3 0LU, Wales",05-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
383,141,0,"Powys LD3 0LU, Wales",06-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
384,139,0,"Powys LD3 0LU, Wales",07-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
385,139,0,"Powys LD3 0LU, Wales",08-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
386,142,0,"Powys LD3 0LU, Wales",09-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
387,138,0,"Powys LD3 0LU, Wales",10-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
388,139,0,"Powys LD3 0LU, Wales",11-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
389,142,0,"Powys LD3 0LU, Wales",12-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
390,144,0,"Powys LD3 0LU, Wales",13-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
391,144,0,"Powys LD3 0LU, Wales",14-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
392,142,0,"Powys LD3 0LU, Wales",15-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
393,144,0,"Powys LD3 0LU, Wales",16-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
394,143,0,"Powys LD3 0LU, Wales",17-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
395,145,0,"Powys LD3 0LU, Wales",18-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
396,149,0,"Powys LD3 0LU, Wales",19-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
397,148,0,"Powys LD3 0LU, Wales",20-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
398,148,0,"Powys LD3 0LU, Wales",21-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
399,141,0,"Powys LD3 0LU, Wales",22-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
400,147,0,"Powys LD3 0LU, Wales",23-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
401,148,0,"Powys LD3 0LU, Wales",24-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
402,150,0,"Powys LD3 0LU, Wales",25-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
403,146,0,"Powys LD3 0LU, Wales",26-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
404,145,0,"Powys LD3 0LU, Wales",27-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
405,144,0,"Powys LD3 0LU, Wales",28-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
406,142,0,"Powys LD3 0LU, Wales",29-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
407,139,0,"Powys LD3 0LU, Wales",30-Sep-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
408,144,0,"Powys LD3 0LU, Wales",01-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
409,147,0,"Powys LD3 0LU, Wales",02-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
410,147,0,"Powys LD3 0LU, Wales",03-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
411,148,0,"Powys LD3 0LU, Wales",04-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
412,150,0,"Powys LD3 0LU, Wales",05-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
413,145,0,"Powys LD3 0LU, Wales",06-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
414,142,0,"Powys LD3 0LU, Wales",07-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
415,145,0,"Powys LD3 0LU, Wales",08-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
416,146,0,"Powys LD3 0LU, Wales",09-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
417,150,0,"Powys LD3 0LU, Wales",10-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
418,151,0,"Powys LD3 0LU, Wales",11-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
419,151,0,"Powys LD3 0LU, Wales",12-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
420,149,0,"Powys LD3 0LU, Wales",13-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
421,152,0,"Powys LD3 0LU, Wales",14-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
422,150,0,"Powys LD3 0LU, Wales",15-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
423,151,0,"Powys LD3 0LU, Wales",16-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
424,146,0,"Powys LD3 0LU, Wales",17-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
425,145,0,"Powys LD3 0LU, Wales",18-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
426,143,0,"Powys LD3 0LU, Wales",19-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
427,145,0,"Powys LD3 0LU, Wales",20-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
428,143,0,"Powys LD3 0LU, Wales",21-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
429,146,0,"Powys LD3 0LU, Wales",22-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
430,149,0,"Powys LD3 0LU, Wales",23-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
431,149,0,"Powys LD3 0LU, Wales",24-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
432,147,0,"Powys LD3 0LU, Wales",25-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
433,147,0,"Powys LD3 0LU, Wales",26-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
434,146,0,"Powys LD3 0LU, Wales",27-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
435,147,0,"Powys LD3 0LU, Wales",28-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
436,145,0,"Powys LD3 0LU, Wales",29-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
437,141,0,"Powys LD3 0LU, Wales",30-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
438,143,0,"Powys LD3 0LU, Wales",31-Oct-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
439,145,0,"Powys LD3 0LU, Wales",01-Nov-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
440,146,0,"Powys LD3 0LU, Wales",02-Nov-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
441,141,0,"Powys LD3 0LU, Wales",03-Nov-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
442,142,0,"Powys LD3 0LU, Wales",04-Nov-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
443,146,0,"Powys LD3 0LU, Wales",05-Nov-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
444,134,0,"Powys LD3 0LU, Wales",06-Nov-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
445,137,0,"Powys LD3 0LU, Wales",07-Nov-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
446,135,0,"Powys LD3 0LU, Wales",08-Nov-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
447,134,0,"Powys LD3 0LU, Wales",09-Nov-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
448,139,0,"Powys LD3 0LU, Wales",10-Nov-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
449,140,0,"Powys LD3 0LU, Wales",11-Nov-20,Powys Teaching Local Health Board,"[52.32714995, -3.3553352394722493]",52.32714995,-3.3553352394722493
450,312,9,"Carmarthen SA31 3BB, Wales",01-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
451,313,6,"Carmarthen SA31 3BB, Wales",02-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
452,285,6,"Carmarthen SA31 3BB, Wales",03-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
453,103,6,"Carmarthen SA31 3BB, Wales",04-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
454,141,5,"Carmarthen SA31 3BB, Wales",05-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
455,218,4,"Carmarthen SA31 3BB, Wales",06-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
456,270,4,"Carmarthen SA31 3BB, Wales",07-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
457,272,5,"Carmarthen SA31 3BB, Wales",08-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
458,266,4,"Carmarthen SA31 3BB, Wales",09-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
459,274,3,"Carmarthen SA31 3BB, Wales",10-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
460,285,5,"Carmarthen SA31 3BB, Wales",11-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
461,263,5,"Carmarthen SA31 3BB, Wales",12-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
462,255,8,"Carmarthen SA31 3BB, Wales",13-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
463,231,7,"Carmarthen SA31 3BB, Wales",14-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
464,279,7,"Carmarthen SA31 3BB, Wales",15-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
465,258,6,"Carmarthen SA31 3BB, Wales",16-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
466,281,9,"Carmarthen SA31 3BB, Wales",17-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
467,290,5,"Carmarthen SA31 3BB, Wales",18-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
468,296,5,"Carmarthen SA31 3BB, Wales",19-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
469,285,8,"Carmarthen SA31 3BB, Wales",20-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
470,277,3,"Carmarthen SA31 3BB, Wales",21-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
471,273,3,"Carmarthen SA31 3BB, Wales",22-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
472,349,4,"Carmarthen SA31 3BB, Wales",23-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
473,332,5,"Carmarthen SA31 3BB, Wales",24-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
474,331,5,"Carmarthen SA31 3BB, Wales",25-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
475,333,7,"Carmarthen SA31 3BB, Wales",26-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
476,388,7,"Carmarthen SA31 3BB, Wales",27-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
477,373,7,"Carmarthen SA31 3BB, Wales",28-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
478,370,9,"Carmarthen SA31 3BB, Wales",29-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
479,375,10,"Carmarthen SA31 3BB, Wales",30-Apr-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
480,381,10,"Carmarthen SA31 3BB, Wales",01-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
481,380,7,"Carmarthen SA31 3BB, Wales",02-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
482,400,8,"Carmarthen SA31 3BB, Wales",03-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
483,469,6,"Carmarthen SA31 3BB, Wales",04-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
484,459,8,"Carmarthen SA31 3BB, Wales",05-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
485,456,10,"Carmarthen SA31 3BB, Wales",06-May-20,Hywel Dda University Local Health Board,"[51.8559728, -4.337952315408524]",51.8559728,-4.337952315408524
