,beds_genandacute_noncovid,ventbeds_noncovid,address,Date,Local Health Board,coordinates,lat,lon
1409,821,34,"Heath Park, Cardiff CF14 4XW, Wales",30-May-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1410,821,31,"Heath Park, Cardiff CF14 4XW, Wales",31-May-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1411,893,34,"Heath Park, Cardiff CF14 4XW, Wales",01-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1412,888,33,"Heath Park, Cardiff CF14 4XW, Wales",02-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1413,879,32,"Heath Park, Cardiff CF14 4XW, Wales",03-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1414,871,32,"Heath Park, Cardiff CF14 4XW, Wales",04-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1415,893,29,"Heath Park, Cardiff CF14 4XW, Wales",05-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1416,873,32,"Heath Park, Cardiff CF14 4XW, Wales",06-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1417,906,31,"Heath Park, Cardiff CF14 4XW, Wales",07-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1418,924,32,"Heath Park, Cardiff CF14 4XW, Wales",08-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1419,899,29,"Heath Park, Cardiff CF14 4XW, Wales",09-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1420,899,34,"Heath Park, Cardiff CF14 4XW, Wales",10-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1421,873,34,"Heath Park, Cardiff CF14 4XW, Wales",11-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1422,861,33,"Heath Park, Cardiff CF14 4XW, Wales",12-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1423,825,30,"Heath Park, Cardiff CF14 4XW, Wales",13-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1424,868,28,"Heath Park, Cardiff CF14 4XW, Wales",14-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1425,872,28,"Heath Park, Cardiff CF14 4XW, Wales",15-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1426,883,31,"Heath Park, Cardiff CF14 4XW, Wales",16-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1427,895,29,"Heath Park, Cardiff CF14 4XW, Wales",17-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1428,892,31,"Heath Park, Cardiff CF14 4XW, Wales",18-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1429,909,27,"Heath Park, Cardiff CF14 4XW, Wales",19-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1430,878,28,"Heath Park, Cardiff CF14 4XW, Wales",20-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1431,874,33,"Heath Park, Cardiff CF14 4XW, Wales",21-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1432,908,29,"Heath Park, Cardiff CF14 4XW, Wales",22-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1433,912,30,"Heath Park, Cardiff CF14 4XW, Wales",23-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1434,892,24,"Heath Park, Cardiff CF14 4XW, Wales",24-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1435,914,27,"Heath Park, Cardiff CF14 4XW, Wales",25-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1436,903,26,"Heath Park, Cardiff CF14 4XW, Wales",26-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1437,881,31,"Heath Park, Cardiff CF14 4XW, Wales",27-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1438,909,32,"Heath Park, Cardiff CF14 4XW, Wales",28-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1439,926,34,"Heath Park, Cardiff CF14 4XW, Wales",29-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1440,901,33,"Heath Park, Cardiff CF14 4XW, Wales",30-Jun-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1441,926,31,"Heath Park, Cardiff CF14 4XW, Wales",01-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1442,938,32,"Heath Park, Cardiff CF14 4XW, Wales",02-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1443,946,33,"Heath Park, Cardiff CF14 4XW, Wales",03-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1444,917,34,"Heath Park, Cardiff CF14 4XW, Wales",04-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1445,934,35,"Heath Park, Cardiff CF14 4XW, Wales",05-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1446,971,35,"Heath Park, Cardiff CF14 4XW, Wales",06-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1447,963,35,"Heath Park, Cardiff CF14 4XW, Wales",07-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1448,987,36,"Heath Park, Cardiff CF14 4XW, Wales",08-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1449,1013,36,"Heath Park, Cardiff CF14 4XW, Wales",09-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1450,998,37,"Heath Park, Cardiff CF14 4XW, Wales",10-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1451,989,38,"Heath Park, Cardiff CF14 4XW, Wales",11-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1452,991,37,"Heath Park, Cardiff CF14 4XW, Wales",12-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1453,1030,36,"Heath Park, Cardiff CF14 4XW, Wales",13-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1454,1035,34,"Heath Park, Cardiff CF14 4XW, Wales",14-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1455,1038,33,"Heath Park, Cardiff CF14 4XW, Wales",15-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1456,1054,33,"Heath Park, Cardiff CF14 4XW, Wales",16-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1457,1044,32,"Heath Park, Cardiff CF14 4XW, Wales",17-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1458,999,31,"Heath Park, Cardiff CF14 4XW, Wales",18-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1459,1009,34,"Heath Park, Cardiff CF14 4XW, Wales",19-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1460,1062,36,"Heath Park, Cardiff CF14 4XW, Wales",20-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1461,1069,38,"Heath Park, Cardiff CF14 4XW, Wales",21-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1462,1074,39,"Heath Park, Cardiff CF14 4XW, Wales",22-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1463,1059,37,"Heath Park, Cardiff CF14 4XW, Wales",23-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1464,1042,37,"Heath Park, Cardiff CF14 4XW, Wales",24-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1465,1013,34,"Heath Park, Cardiff CF14 4XW, Wales",25-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1466,1015,33,"Heath Park, Cardiff CF14 4XW, Wales",26-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1467,1064,32,"Heath Park, Cardiff CF14 4XW, Wales",27-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1468,1081,38,"Heath Park, Cardiff CF14 4XW, Wales",28-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1469,1081,38,"Heath Park, Cardiff CF14 4XW, Wales",29-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1470,1089,35,"Heath Park, Cardiff CF14 4XW, Wales",30-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1471,1094,41,"Heath Park, Cardiff CF14 4XW, Wales",31-Jul-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1472,1036,39,"Heath Park, Cardiff CF14 4XW, Wales",01-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1473,1043,40,"Heath Park, Cardiff CF14 4XW, Wales",02-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1474,1100,42,"Heath Park, Cardiff CF14 4XW, Wales",03-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1475,1076,39,"Heath Park, Cardiff CF14 4XW, Wales",04-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1476,1085,37,"Heath Park, Cardiff CF14 4XW, Wales",05-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1477,1110,37,"Heath Park, Cardiff CF14 4XW, Wales",06-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1478,1097,40,"Heath Park, Cardiff CF14 4XW, Wales",07-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1479,1041,40,"Heath Park, Cardiff CF14 4XW, Wales",08-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1480,1070,39,"Heath Park, Cardiff CF14 4XW, Wales",09-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1481,1117,41,"Heath Park, Cardiff CF14 4XW, Wales",10-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1482,1126,35,"Heath Park, Cardiff CF14 4XW, Wales",11-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1483,1135,42,"Heath Park, Cardiff CF14 4XW, Wales",12-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1484,1149,41,"Heath Park, Cardiff CF14 4XW, Wales",13-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1485,1188,40,"Heath Park, Cardiff CF14 4XW, Wales",14-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1486,1130,37,"Heath Park, Cardiff CF14 4XW, Wales",15-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1487,1129,35,"Heath Park, Cardiff CF14 4XW, Wales",16-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1488,1183,34,"Heath Park, Cardiff CF14 4XW, Wales",17-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1489,1190,34,"Heath Park, Cardiff CF14 4XW, Wales",18-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1490,1185,31,"Heath Park, Cardiff CF14 4XW, Wales",19-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1491,1206,34,"Heath Park, Cardiff CF14 4XW, Wales",20-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1492,1211,33,"Heath Park, Cardiff CF14 4XW, Wales",21-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1493,1129,28,"Heath Park, Cardiff CF14 4XW, Wales",22-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1494,1126,31,"Heath Park, Cardiff CF14 4XW, Wales",23-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1495,1179,31,"Heath Park, Cardiff CF14 4XW, Wales",24-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1496,1159,37,"Heath Park, Cardiff CF14 4XW, Wales",25-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1497,1140,38,"Heath Park, Cardiff CF14 4XW, Wales",26-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1498,1146,42,"Heath Park, Cardiff CF14 4XW, Wales",27-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1499,1136,42,"Heath Park, Cardiff CF14 4XW, Wales",28-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1500,1082,43,"Heath Park, Cardiff CF14 4XW, Wales",29-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1501,1117,40,"Heath Park, Cardiff CF14 4XW, Wales",30-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1502,1115,41,"Heath Park, Cardiff CF14 4XW, Wales",31-Aug-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1503,1181,43,"Heath Park, Cardiff CF14 4XW, Wales",01-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1504,1180,43,"Heath Park, Cardiff CF14 4XW, Wales",02-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1505,1162,36,"Heath Park, Cardiff CF14 4XW, Wales",03-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1506,1160,47,"Heath Park, Cardiff CF14 4XW, Wales",04-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1507,1139,47,"Heath Park, Cardiff CF14 4XW, Wales",05-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1508,1135,47,"Heath Park, Cardiff CF14 4XW, Wales",06-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1509,1188,42,"Heath Park, Cardiff CF14 4XW, Wales",07-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1510,1178,39,"Heath Park, Cardiff CF14 4XW, Wales",08-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1511,1189,40,"Heath Park, Cardiff CF14 4XW, Wales",09-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1512,1185,43,"Heath Park, Cardiff CF14 4XW, Wales",10-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1513,1164,45,"Heath Park, Cardiff CF14 4XW, Wales",11-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1514,1133,43,"Heath Park, Cardiff CF14 4XW, Wales",12-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1515,1160,45,"Heath Park, Cardiff CF14 4XW, Wales",13-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1516,1205,45,"Heath Park, Cardiff CF14 4XW, Wales",14-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1517,1211,48,"Heath Park, Cardiff CF14 4XW, Wales",15-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1518,1196,48,"Heath Park, Cardiff CF14 4XW, Wales",16-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1519,1192,42,"Heath Park, Cardiff CF14 4XW, Wales",17-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1520,1217,39,"Heath Park, Cardiff CF14 4XW, Wales",18-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1521,1204,39,"Heath Park, Cardiff CF14 4XW, Wales",19-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1522,1199,46,"Heath Park, Cardiff CF14 4XW, Wales",20-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1523,1233,45,"Heath Park, Cardiff CF14 4XW, Wales",21-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1524,1219,42,"Heath Park, Cardiff CF14 4XW, Wales",22-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1525,1196,39,"Heath Park, Cardiff CF14 4XW, Wales",23-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1526,1211,38,"Heath Park, Cardiff CF14 4XW, Wales",24-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1527,1168,33,"Heath Park, Cardiff CF14 4XW, Wales",25-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1528,1118,38,"Heath Park, Cardiff CF14 4XW, Wales",26-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1529,1113,35,"Heath Park, Cardiff CF14 4XW, Wales",27-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1530,1168,33,"Heath Park, Cardiff CF14 4XW, Wales",28-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1531,1200,35,"Heath Park, Cardiff CF14 4XW, Wales",29-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1532,1181,34,"Heath Park, Cardiff CF14 4XW, Wales",30-Sep-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1533,1183,37,"Heath Park, Cardiff CF14 4XW, Wales",01-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1534,1203,39,"Heath Park, Cardiff CF14 4XW, Wales",02-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1535,1147,38,"Heath Park, Cardiff CF14 4XW, Wales",03-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1536,1176,38,"Heath Park, Cardiff CF14 4XW, Wales",04-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1537,1224,35,"Heath Park, Cardiff CF14 4XW, Wales",05-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1538,1231,37,"Heath Park, Cardiff CF14 4XW, Wales",06-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1539,1218,41,"Heath Park, Cardiff CF14 4XW, Wales",07-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1540,1204,41,"Heath Park, Cardiff CF14 4XW, Wales",08-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1541,1202,39,"Heath Park, Cardiff CF14 4XW, Wales",09-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1542,1138,44,"Heath Park, Cardiff CF14 4XW, Wales",10-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1543,1142,42,"Heath Park, Cardiff CF14 4XW, Wales",11-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1544,1176,45,"Heath Park, Cardiff CF14 4XW, Wales",12-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1545,1172,46,"Heath Park, Cardiff CF14 4XW, Wales",13-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1546,1174,44,"Heath Park, Cardiff CF14 4XW, Wales",14-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1547,1190,41,"Heath Park, Cardiff CF14 4XW, Wales",15-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1548,1189,43,"Heath Park, Cardiff CF14 4XW, Wales",16-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1549,1147,42,"Heath Park, Cardiff CF14 4XW, Wales",17-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1550,1132,42,"Heath Park, Cardiff CF14 4XW, Wales",18-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1551,1241,33,"Heath Park, Cardiff CF14 4XW, Wales",19-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1552,1239,34,"Heath Park, Cardiff CF14 4XW, Wales",20-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1553,1232,32,"Heath Park, Cardiff CF14 4XW, Wales",21-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1554,1196,31,"Heath Park, Cardiff CF14 4XW, Wales",22-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1555,1191,26,"Heath Park, Cardiff CF14 4XW, Wales",23-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1556,1159,28,"Heath Park, Cardiff CF14 4XW, Wales",24-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1557,1180,26,"Heath Park, Cardiff CF14 4XW, Wales",25-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1558,1185,26,"Heath Park, Cardiff CF14 4XW, Wales",26-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1559,1167,27,"Heath Park, Cardiff CF14 4XW, Wales",27-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1560,1193,26,"Heath Park, Cardiff CF14 4XW, Wales",28-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1561,1153,23,"Heath Park, Cardiff CF14 4XW, Wales",29-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1562,1130,27,"Heath Park, Cardiff CF14 4XW, Wales",30-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
1563,1103,28,"Heath Park, Cardiff CF14 4XW, Wales",31-Oct-20,Cardiff and Vale University Local Health Board,"[51.5120521, -3.187673484773616]",51.5120521,-3.187673484773616
